"Step","2023_10_16__094646 - hinter_latency","2023_10_16__094646 - hinter_latency__MIN","2023_10_16__094646 - hinter_latency__MAX","2023_10_16__094646 - test_query","2023_10_16__094646 - test_query__MIN","2023_10_16__094646 - test_query__MAX","2023_10_16__094646 - epoch","2023_10_16__094646 - epoch__MIN","2023_10_16__094646 - epoch__MAX","2023_10_16__094646 - pg_lateny","2023_10_16__094646 - pg_lateny__MIN","2023_10_16__094646 - pg_lateny__MAX"
"6278","0.636343","0.636343","0.636343","1","1","1","6000","6000","6000","0.62206","0.62206","0.62206"
"6279","0.618304","0.618304","0.618304","1","1","1","6000","6000","6000","0.582078","0.582078","0.582078"
"6280","1.982494","1.982494","1.982494","1","1","1","6000","6000","6000","1.7822650000000002","1.7822650000000002","1.7822650000000002"
"6281","0.26008600000000004","0.26008600000000004","0.26008600000000004","1","1","1","6000","6000","6000","0.260788","0.260788","0.260788"
"6282","0.035667000000000004","0.035667000000000004","0.035667000000000004","1","1","1","6000","6000","6000","0.034868","0.034868","0.034868"
"6283","0.51973","0.51973","0.51973","1","1","1","6000","6000","6000","0.569746","0.569746","0.569746"
"6284","0.703187","0.703187","0.703187","1","1","1","6000","6000","6000","0.705582","0.705582","0.705582"
"6285","2.0361700000000003","2.0361700000000003","2.0361700000000003","1","1","1","6000","6000","6000","2.000772","2.000772","2.000772"
"6286","1.522608","1.522608","1.522608","1","1","1","6000","6000","6000","1.584992","1.584992","1.584992"
"6287","0.854869","0.854869","0.854869","1","1","1","6000","6000","6000","0.817667","0.817667","0.817667"
"6288","0.485271","0.485271","0.485271","1","1","1","6000","6000","6000","0.47553199999999995","0.47553199999999995","0.47553199999999995"
"6289","0.146469","0.146469","0.146469","1","1","1","6000","6000","6000","0.139266","0.139266","0.139266"
"6290","0.754773","0.754773","0.754773","1","1","1","6000","6000","6000","0.783942","0.783942","0.783942"
"6291","0.268329","0.268329","0.268329","1","1","1","6000","6000","6000","0.25775200000000004","0.25775200000000004","0.25775200000000004"
"6292","0.038552","0.038552","0.038552","1","1","1","6000","6000","6000","0.040648000000000004","0.040648000000000004","0.040648000000000004"
"6293","0.122683","0.122683","0.122683","1","1","1","6000","6000","6000","0.122822","0.122822","0.122822"
"6294","3.793475","3.793475","3.793475","1","1","1","6000","6000","6000","4.43894","4.43894","4.43894"
"6295","0.314092","0.314092","0.314092","1","1","1","6000","6000","6000","0.31161500000000003","0.31161500000000003","0.31161500000000003"
"6296","2.563056","2.563056","2.563056","1","1","1","6000","6000","6000","2.495602","2.495602","2.495602"
"6297","0.060391","0.060391","0.060391","1","1","1","6000","6000","6000","0.061063","0.061063","0.061063"
"6298","0.035302","0.035302","0.035302","1","1","1","6000","6000","6000","0.036143999999999996","0.036143999999999996","0.036143999999999996"
"6299","0.14136600000000002","0.14136600000000002","0.14136600000000002","1","1","1","6000","6000","6000","0.139202","0.139202","0.139202"
"6300","0.24773599999999998","0.24773599999999998","0.24773599999999998","0","0","0","0","0","0","0.252253","0.252253","0.252253"
"6301","0.225532","0.225532","0.225532","0","0","0","0","0","0","0.227472","0.227472","0.227472"
"6302","0.011362","0.011362","0.011362","0","0","0","0","0","0","0.011812","0.011812","0.011812"
"6303","0.754368","0.754368","0.754368","0","0","0","0","0","0","0.745351","0.745351","0.745351"
"6304","0.417317","0.417317","0.417317","0","0","0","0","0","0","0.422933","0.422933","0.422933"
"6305","0.037904","0.037904","0.037904","0","0","0","0","0","0","0.038617","0.038617","0.038617"
"6306","2.931121","2.931121","2.931121","0","0","0","0","0","0","2.958482","2.958482","2.958482"
"6307","0.7940470000000001","0.7940470000000001","0.7940470000000001","0","0","0","0","0","0","0.828915","0.828915","0.828915"
"6308","3.038981","3.038981","3.038981","0","0","0","0","0","0","3.024101","3.024101","3.024101"
"6309","1.971317","1.971317","1.971317","0","0","0","0","0","0","2.01225","2.01225","2.01225"
"6310","0.115217","0.115217","0.115217","0","0","0","0","0","0","0.11435200000000001","0.11435200000000001","0.11435200000000001"
"6311","1.5803610000000001","1.5803610000000001","1.5803610000000001","0","0","0","0","0","0","1.666399","1.666399","1.666399"
"6312","11.737849","11.737849","11.737849","0","0","0","0","0","0","11.773972","11.773972","11.773972"
"6313","0.060882","0.060882","0.060882","0","0","0","0","0","0","0.061749000000000005","0.061749000000000005","0.061749000000000005"
"6314","4.095117","4.095117","4.095117","0","0","0","0","0","0","4.191039","4.191039","4.191039"
"6315","0.287856","0.287856","0.287856","0","0","0","0","0","0","0.29357900000000003","0.29357900000000003","0.29357900000000003"
"6316","0.420333","0.420333","0.420333","0","0","0","0","0","0","0.41650099999999995","0.41650099999999995","0.41650099999999995"
"6317","0.51105","0.51105","0.51105","0","0","0","0","0","0","0.537726","0.537726","0.537726"
"6318","0.09511199999999999","0.09511199999999999","0.09511199999999999","0","0","0","0","0","0","0.084533","0.084533","0.084533"
"6319","1.324647","1.324647","1.324647","0","0","0","0","0","0","1.330645","1.330645","1.330645"
"6320","0.126348","0.126348","0.126348","0","0","0","0","0","0","0.12882300000000002","0.12882300000000002","0.12882300000000002"
"6321","0.012482","0.012482","0.012482","0","0","0","0","0","0","0.011544","0.011544","0.011544"
"6322","0.098375","0.098375","0.098375","0","0","0","0","0","0","0.10242100000000001","0.10242100000000001","0.10242100000000001"
"6323","0.133146","0.133146","0.133146","0","0","0","0","0","0","0.136269","0.136269","0.136269"
"6324","9.688889999999999","9.688889999999999","9.688889999999999","0","0","0","0","0","0","9.770738","9.770738","9.770738"
"6325","2.9790479999999997","2.9790479999999997","2.9790479999999997","0","0","0","0","0","0","2.834613","2.834613","2.834613"
"6326","1.255943","1.255943","1.255943","0","0","0","0","0","0","1.2583389999999999","1.2583389999999999","1.2583389999999999"
"6327","3.854307","3.854307","3.854307","0","0","0","0","0","0","3.8875070000000003","3.8875070000000003","3.8875070000000003"
"6328","0.038098","0.038098","0.038098","0","0","0","0","0","0","0.038418999999999995","0.038418999999999995","0.038418999999999995"
"6329","0.056722999999999996","0.056722999999999996","0.056722999999999996","0","0","0","0","0","0","0.05631","0.05631","0.05631"
"6330","1.94776","1.94776","1.94776","0","0","0","0","0","0","1.987892","1.987892","1.987892"
"6331","0.742725","0.742725","0.742725","0","0","0","0","0","0","0.753841","0.753841","0.753841"
"6332","0.156476","0.156476","0.156476","0","0","0","0","0","0","0.18679400000000002","0.18679400000000002","0.18679400000000002"
"6333","2.416725","2.416725","2.416725","0","0","0","0","0","0","2.361828","2.361828","2.361828"
"6334","0.224668","0.224668","0.224668","0","0","0","0","0","0","0.24212899999999998","0.24212899999999998","0.24212899999999998"
"6335","5.215432","5.215432","5.215432","0","0","0","0","0","0","5.350092","5.350092","5.350092"
"6336","2.372524","2.372524","2.372524","0","0","0","0","0","0","2.379357","2.379357","2.379357"
"6337","0.014809","0.014809","0.014809","0","0","0","0","0","0","0.015407","0.015407","0.015407"
"6338","1.342942","1.342942","1.342942","0","0","0","0","0","0","1.3371590000000002","1.3371590000000002","1.3371590000000002"
"6339","0.200604","0.200604","0.200604","0","0","0","0","0","0","0.212119","0.212119","0.212119"
"6340","0.29367200000000004","0.29367200000000004","0.29367200000000004","0","0","0","0","0","0","0.292253","0.292253","0.292253"
"6341","0.022487","0.022487","0.022487","0","0","0","0","0","0","0.020247","0.020247","0.020247"
"6342","0.110796","0.110796","0.110796","0","0","0","0","0","0","0.11055","0.11055","0.11055"
"6343","0.052812","0.052812","0.052812","0","0","0","0","0","0","0.053313","0.053313","0.053313"
"6344","0.052631","0.052631","0.052631","0","0","0","0","0","0","0.051841","0.051841","0.051841"
"6345","0.078307","0.078307","0.078307","0","0","0","0","0","0","0.077496","0.077496","0.077496"
"6346","3.657892","3.657892","3.657892","0","0","0","0","0","0","3.6640569999999997","3.6640569999999997","3.6640569999999997"
"6347","4.840101","4.840101","4.840101","0","0","0","0","0","0","4.963345","4.963345","4.963345"
"6348","2.917522","2.917522","2.917522","0","0","0","0","0","0","2.956276","2.956276","2.956276"
"6349","0.254646","0.254646","0.254646","0","0","0","0","0","0","0.251211","0.251211","0.251211"
"6350","0.25631","0.25631","0.25631","0","0","0","0","0","0","0.252135","0.252135","0.252135"
"6351","1.496086","1.496086","1.496086","0","0","0","0","0","0","1.478915","1.478915","1.478915"
"6352","0.02649","0.02649","0.02649","0","0","0","0","0","0","0.025515999999999997","0.025515999999999997","0.025515999999999997"
"6353","3.0249099999999998","3.0249099999999998","3.0249099999999998","0","0","0","0","0","0","2.8613150000000003","2.8613150000000003","2.8613150000000003"
"6354","0.21981299999999998","0.21981299999999998","0.21981299999999998","0","0","0","0","0","0","0.23356100000000002","0.23356100000000002","0.23356100000000002"
"6355","0.0809","0.0809","0.0809","0","0","0","0","0","0","0.08091899999999999","0.08091899999999999","0.08091899999999999"
"6356","0.19778800000000002","0.19778800000000002","0.19778800000000002","0","0","0","0","0","0","0.18919999999999998","0.18919999999999998","0.18919999999999998"
"6357","2.000741","2.000741","2.000741","0","0","0","0","0","0","1.999917","1.999917","1.999917"
"6358","0.11385200000000001","0.11385200000000001","0.11385200000000001","0","0","0","0","0","0","0.110388","0.110388","0.110388"
"6359","3.684475","3.684475","3.684475","0","0","0","0","0","0","3.836966","3.836966","3.836966"
"6360","0.012461999999999999","0.012461999999999999","0.012461999999999999","0","0","0","0","0","0","0.012386","0.012386","0.012386"
"6361","0.149899","0.149899","0.149899","0","0","0","0","0","0","0.15927699999999997","0.15927699999999997","0.15927699999999997"
"6362","0.013134999999999999","0.013134999999999999","0.013134999999999999","0","0","0","0","0","0","0.013271000000000002","0.013271000000000002","0.013271000000000002"
"6363","0.071993","0.071993","0.071993","0","0","0","0","0","0","0.071779","0.071779","0.071779"
"6364","0.046590000000000006","0.046590000000000006","0.046590000000000006","0","0","0","0","0","0","0.043713999999999996","0.043713999999999996","0.043713999999999996"
"6365","1.9523309999999998","1.9523309999999998","1.9523309999999998","0","0","0","0","0","0","1.966316","1.966316","1.966316"
"6366","2.373262","2.373262","2.373262","0","0","0","0","0","0","2.382492","2.382492","2.382492"
"6367","0.045195","0.045195","0.045195","0","0","0","0","0","0","0.044161","0.044161","0.044161"
"6368","0.39339100000000005","0.39339100000000005","0.39339100000000005","0","0","0","0","0","0","0.396676","0.396676","0.396676"
"6369","0.047072","0.047072","0.047072","0","0","0","0","0","0","0.044674","0.044674","0.044674"
"6370","0.22036699999999998","0.22036699999999998","0.22036699999999998","0","0","0","0","0","0","0.22159399999999999","0.22159399999999999","0.22159399999999999"
"6371","5.604632","5.604632","5.604632","0","0","0","0","0","0","5.211067","5.211067","5.211067"
"6372","1.978083","1.978083","1.978083","0","0","0","0","0","0","2.008949","2.008949","2.008949"
"6373","0.416208","0.416208","0.416208","0","0","0","0","0","0","0.418856","0.418856","0.418856"
"6374","0.449806","0.449806","0.449806","0","0","0","0","0","0","0.450692","0.450692","0.450692"
"6375","1.6935920000000002","1.6935920000000002","1.6935920000000002","0","0","0","0","0","0","1.6964110000000001","1.6964110000000001","1.6964110000000001"
"6376","1.252392","1.252392","1.252392","0","0","0","0","0","0","1.222135","1.222135","1.222135"
"6377","0.078015","0.078015","0.078015","0","0","0","0","0","0","0.079001","0.079001","0.079001"
"6378","0.926957","0.926957","0.926957","0","0","0","0","0","0","0.923413","0.923413","0.923413"
"6379","0.115048","0.115048","0.115048","0","0","0","0","0","0","0.113373","0.113373","0.113373"
"6380","0.491817","0.491817","0.491817","0","0","0","0","0","0","0.48615600000000003","0.48615600000000003","0.48615600000000003"
"6381","7.381361","7.381361","7.381361","0","0","0","0","0","0","6.957329","6.957329","6.957329"
"6382","3.074134","3.074134","3.074134","0","0","0","0","0","0","3.0525900000000004","3.0525900000000004","3.0525900000000004"
"6383","1.847188","1.847188","1.847188","0","0","0","0","0","0","2.169235","2.169235","2.169235"
"6384","0.09332299999999999","0.09332299999999999","0.09332299999999999","0","0","0","0","0","0","0.095016","0.095016","0.095016"
"6385","0.8024560000000001","0.8024560000000001","0.8024560000000001","0","0","0","0","0","0","0.715539","0.715539","0.715539"
"6386","1.97367","1.97367","1.97367","0","0","0","0","0","0","2.0592170000000003","2.0592170000000003","2.0592170000000003"
"6387","0.129707","0.129707","0.129707","0","0","0","0","0","0","0.130874","0.130874","0.130874"
"6388","0.05626","0.05626","0.05626","0","0","0","0","0","0","0.053446","0.053446","0.053446"
"6389","0.212572","0.212572","0.212572","0","0","0","0","0","0","0.209757","0.209757","0.209757"
"6390","0.29641","0.29641","0.29641","0","0","0","0","0","0","0.29237","0.29237","0.29237"
"6391","0.16725","0.16725","0.16725","0","0","0","0","0","0","0.15568","0.15568","0.15568"
"6392","2.24736","2.24736","2.24736","0","0","0","0","0","0","2.322035","2.322035","2.322035"
"6393","0.029227","0.029227","0.029227","0","0","0","0","0","0","0.030028","0.030028","0.030028"
"6394","1.762033","1.762033","1.762033","0","0","0","0","0","0","1.6234179999999998","1.6234179999999998","1.6234179999999998"
"6395","0.075735","0.075735","0.075735","0","0","0","0","0","0","0.079646","0.079646","0.079646"
"6396","0.056857","0.056857","0.056857","0","0","0","0","0","0","0.057615","0.057615","0.057615"
"6397","0.69741","0.69741","0.69741","0","0","0","0","0","0","0.7530410000000001","0.7530410000000001","0.7530410000000001"
"6398","0.365084","0.365084","0.365084","0","0","0","0","0","0","0.372627","0.372627","0.372627"
"6399","0.106832","0.106832","0.106832","0","0","0","0","0","0","0.104782","0.104782","0.104782"
"6400","0.793965","0.793965","0.793965","0","0","0","0","0","0","0.809163","0.809163","0.809163"
"6401","0.127574","0.127574","0.127574","0","0","0","0","0","0","0.12578","0.12578","0.12578"
"6402","0.124128","0.124128","0.124128","0","0","0","0","0","0","0.123173","0.123173","0.123173"
"6403","0.621078","0.621078","0.621078","0","0","0","0","0","0","0.6298429999999999","0.6298429999999999","0.6298429999999999"
"6404","0.986347","0.986347","0.986347","0","0","0","0","0","0","0.9616910000000001","0.9616910000000001","0.9616910000000001"
"6405","0.11261199999999999","0.11261199999999999","0.11261199999999999","0","0","0","0","0","0","0.11104","0.11104","0.11104"
"6406","0.033245","0.033245","0.033245","0","0","0","0","0","0","0.034921","0.034921","0.034921"
"6407","1.667263","1.667263","1.667263","0","0","0","0","0","0","1.690309","1.690309","1.690309"
"6408","0.11189199999999999","0.11189199999999999","0.11189199999999999","0","0","0","0","0","0","0.10830100000000001","0.10830100000000001","0.10830100000000001"
"6409","0.361791","0.361791","0.361791","0","0","0","0","0","0","0.361039","0.361039","0.361039"
"6410","1.441651","1.441651","1.441651","0","0","0","0","0","0","1.476412","1.476412","1.476412"
"6411","0.011319000000000001","0.011319000000000001","0.011319000000000001","0","0","0","0","0","0","0.010161","0.010161","0.010161"
"6412","2.783445","2.783445","2.783445","0","0","0","0","0","0","2.814948","2.814948","2.814948"
"6413","0.108832","0.108832","0.108832","0","0","0","0","0","0","0.108553","0.108553","0.108553"
"6414","1.3496780000000002","1.3496780000000002","1.3496780000000002","0","0","0","0","0","0","1.4036","1.4036","1.4036"
"6415","1.207093","1.207093","1.207093","0","0","0","0","0","0","1.1604970000000001","1.1604970000000001","1.1604970000000001"
"6416","0.12391100000000001","0.12391100000000001","0.12391100000000001","0","0","0","0","0","0","0.127336","0.127336","0.127336"
"6417","0.838601","0.838601","0.838601","0","0","0","0","0","0","0.778245","0.778245","0.778245"
"6418","0.5108210000000001","0.5108210000000001","0.5108210000000001","0","0","0","0","0","0","0.519137","0.519137","0.519137"
"6419","0.032405","0.032405","0.032405","0","0","0","0","0","0","0.029446","0.029446","0.029446"
"6420","0.336285","0.336285","0.336285","0","0","0","0","0","0","0.34874","0.34874","0.34874"
"6421","0.725008","0.725008","0.725008","0","0","0","0","0","0","0.786156","0.786156","0.786156"
"6422","0.067449","0.067449","0.067449","0","0","0","0","0","0","0.07535599999999999","0.07535599999999999","0.07535599999999999"
"6423","2.948331","2.948331","2.948331","0","0","0","0","0","0","2.818024","2.818024","2.818024"
"6424","0.421245","0.421245","0.421245","0","0","0","0","0","0","0.418089","0.418089","0.418089"
"6425","0.18083600000000002","0.18083600000000002","0.18083600000000002","0","0","0","0","0","0","0.17121799999999998","0.17121799999999998","0.17121799999999998"
"6426","0.985556","0.985556","0.985556","0","0","0","0","0","0","0.97501","0.97501","0.97501"
"6427","0.009474","0.009474","0.009474","0","0","0","0","0","0","0.009583","0.009583","0.009583"
"6428","0.15074600000000002","0.15074600000000002","0.15074600000000002","0","0","0","0","0","0","0.151578","0.151578","0.151578"
"6429","3.689513","3.689513","3.689513","0","0","0","0","0","0","3.906805","3.906805","3.906805"
"6430","0.392663","0.392663","0.392663","0","0","0","0","0","0","0.41991300000000004","0.41991300000000004","0.41991300000000004"
"6431","5.29577","5.29577","5.29577","0","0","0","0","0","0","5.227743","5.227743","5.227743"
"6432","0.011552","0.011552","0.011552","0","0","0","0","0","0","0.011612","0.011612","0.011612"
"6433","0.063585","0.063585","0.063585","0","0","0","0","0","0","0.063066","0.063066","0.063066"
"6434","5.710424","5.710424","5.710424","0","0","0","0","0","0","5.948944","5.948944","5.948944"
"6435","2.0744520000000004","2.0744520000000004","2.0744520000000004","0","0","0","0","0","0","2.021651","2.021651","2.021651"
"6436","0.037856","0.037856","0.037856","0","0","0","0","0","0","0.040464","0.040464","0.040464"
"6437","0.06364800000000001","0.06364800000000001","0.06364800000000001","0","0","0","0","0","0","0.064778","0.064778","0.064778"
"6438","6.9833680000000005","6.9833680000000005","6.9833680000000005","0","0","0","0","0","0","7.621287000000001","7.621287000000001","7.621287000000001"
"6439","0.328294","0.328294","0.328294","0","0","0","0","0","0","0.324496","0.324496","0.324496"
"6440","0.056123","0.056123","0.056123","0","0","0","0","0","0","0.056921","0.056921","0.056921"
"6441","0.7685700000000001","0.7685700000000001","0.7685700000000001","0","0","0","0","0","0","0.7723110000000001","0.7723110000000001","0.7723110000000001"
"6442","0.46210500000000004","0.46210500000000004","0.46210500000000004","0","0","0","0","0","0","0.442786","0.442786","0.442786"
"6443","0.216208","0.216208","0.216208","0","0","0","0","0","0","0.21204699999999999","0.21204699999999999","0.21204699999999999"
"6444","2.349841","2.349841","2.349841","0","0","0","0","0","0","2.597121","2.597121","2.597121"
"6445","1.8777760000000001","1.8777760000000001","1.8777760000000001","0","0","0","0","0","0","1.649326","1.649326","1.649326"
"6446","0.5697989999999999","0.5697989999999999","0.5697989999999999","0","0","0","0","0","0","0.616991","0.616991","0.616991"
"6447","0.052649","0.052649","0.052649","0","0","0","0","0","0","0.052112","0.052112","0.052112"
"6448","0.046520000000000006","0.046520000000000006","0.046520000000000006","0","0","0","0","0","0","0.046285","0.046285","0.046285"
"6449","0.31082600000000005","0.31082600000000005","0.31082600000000005","0","0","0","0","0","0","0.307747","0.307747","0.307747"
"6450","1.2479010000000001","1.2479010000000001","1.2479010000000001","0","0","0","0","0","0","1.2072429999999998","1.2072429999999998","1.2072429999999998"
"6451","0.043015","0.043015","0.043015","0","0","0","0","0","0","0.04435","0.04435","0.04435"
"6452","0.234843","0.234843","0.234843","0","0","0","0","0","0","0.234495","0.234495","0.234495"
"6453","1.660536","1.660536","1.660536","0","0","0","0","0","0","1.738022","1.738022","1.738022"
"6454","0.398314","0.398314","0.398314","0","0","0","0","0","0","0.400937","0.400937","0.400937"
"6455","0.08809900000000001","0.08809900000000001","0.08809900000000001","0","0","0","0","0","0","0.08375","0.08375","0.08375"
"6456","0.305628","0.305628","0.305628","0","0","0","0","0","0","0.306811","0.306811","0.306811"
"6457","1.996999","1.996999","1.996999","0","0","0","0","0","0","1.9914939999999999","1.9914939999999999","1.9914939999999999"
"6458","6.6958590000000004","6.6958590000000004","6.6958590000000004","0","0","0","0","0","0","6.6988639999999995","6.6988639999999995","6.6988639999999995"
"6459","0.008971999999999999","0.008971999999999999","0.008971999999999999","0","0","0","0","0","0","0.009151999999999999","0.009151999999999999","0.009151999999999999"
"6460","0.057034","0.057034","0.057034","0","0","0","0","0","0","0.058046","0.058046","0.058046"
"6461","1.345857","1.345857","1.345857","0","0","0","0","0","0","1.422715","1.422715","1.422715"
"6462","0.5146799999999999","0.5146799999999999","0.5146799999999999","0","0","0","0","0","0","0.5224030000000001","0.5224030000000001","0.5224030000000001"
"6463","0.13912200000000002","0.13912200000000002","0.13912200000000002","0","0","0","0","0","0","0.147464","0.147464","0.147464"
"6464","1.831222","1.831222","1.831222","0","0","0","0","0","0","2.0835","2.0835","2.0835"
"6465","6.556871","6.556871","6.556871","0","0","0","0","0","0","7.119917","7.119917","7.119917"
"6466","1.4450809999999998","1.4450809999999998","1.4450809999999998","0","0","0","0","0","0","1.3294860000000002","1.3294860000000002","1.3294860000000002"
"6467","0.344034","0.344034","0.344034","0","0","0","0","0","0","0.34783800000000004","0.34783800000000004","0.34783800000000004"
"6468","0.96556","0.96556","0.96556","0","0","0","0","0","0","0.881381","0.881381","0.881381"
"6469","0.6253350000000001","0.6253350000000001","0.6253350000000001","0","0","0","0","0","0","0.532938","0.532938","0.532938"
"6470","0.023256","0.023256","0.023256","0","0","0","0","0","0","0.023628","0.023628","0.023628"
"6471","3.567614","3.567614","3.567614","0","0","0","0","0","0","3.2839340000000004","3.2839340000000004","3.2839340000000004"
"6472","0.282074","0.282074","0.282074","0","0","0","0","0","0","0.28039600000000003","0.28039600000000003","0.28039600000000003"
"6473","0.221069","0.221069","0.221069","0","0","0","0","0","0","0.219137","0.219137","0.219137"
"6474","1.633521","1.633521","1.633521","0","0","0","0","0","0","1.929752","1.929752","1.929752"
"6475","0.448232","0.448232","0.448232","0","0","0","0","0","0","0.439435","0.439435","0.439435"
"6476","0.11400400000000001","0.11400400000000001","0.11400400000000001","0","0","0","0","0","0","0.113868","0.113868","0.113868"
"6477","0.033369","0.033369","0.033369","0","0","0","0","0","0","0.037051","0.037051","0.037051"
"6478","1.286016","1.286016","1.286016","0","0","0","0","0","0","1.5410760000000001","1.5410760000000001","1.5410760000000001"
"6479","0.607816","0.607816","0.607816","0","0","0","0","0","0","0.5294930000000001","0.5294930000000001","0.5294930000000001"
"6480","0.078363","0.078363","0.078363","0","0","0","0","0","0","0.07758499999999999","0.07758499999999999","0.07758499999999999"
"6481","0.012766","0.012766","0.012766","0","0","0","0","0","0","0.012661","0.012661","0.012661"
"6482","0.5177630000000001","0.5177630000000001","0.5177630000000001","0","0","0","0","0","0","0.5335270000000001","0.5335270000000001","0.5335270000000001"
"6483","0.22303499999999998","0.22303499999999998","0.22303499999999998","0","0","0","0","0","0","0.21933699999999998","0.21933699999999998","0.21933699999999998"
"6484","1.5679210000000001","1.5679210000000001","1.5679210000000001","0","0","0","0","0","0","1.514398","1.514398","1.514398"
"6485","0.663184","0.663184","0.663184","0","0","0","0","0","0","0.669975","0.669975","0.669975"
"6486","4.354779000000001","4.354779000000001","4.354779000000001","0","0","0","0","0","0","4.338487","4.338487","4.338487"
"6487","3.2790700000000004","3.2790700000000004","3.2790700000000004","0","0","0","0","0","0","3.0566419999999996","3.0566419999999996","3.0566419999999996"
"6488","0.664378","0.664378","0.664378","0","0","0","0","0","0","0.672759","0.672759","0.672759"
"6489","0.40094","0.40094","0.40094","0","0","0","0","0","0","0.397698","0.397698","0.397698"
"6490","0.064545","0.064545","0.064545","0","0","0","0","0","0","0.064848","0.064848","0.064848"
"6491","0.06678","0.06678","0.06678","0","0","0","0","0","0","0.066947","0.066947","0.066947"
"6492","0.020202","0.020202","0.020202","0","0","0","0","0","0","0.020579","0.020579","0.020579"
"6493","0.061131","0.061131","0.061131","0","0","0","0","0","0","0.061683999999999996","0.061683999999999996","0.061683999999999996"
"6494","7.976928","7.976928","7.976928","0","0","0","0","0","0","7.613748999999999","7.613748999999999","7.613748999999999"
"6495","0.103279","0.103279","0.103279","0","0","0","0","0","0","0.101718","0.101718","0.101718"
"6496","0.45485000000000003","0.45485000000000003","0.45485000000000003","0","0","0","0","0","0","0.473206","0.473206","0.473206"
"6497","0.14836600000000003","0.14836600000000003","0.14836600000000003","0","0","0","0","0","0","0.15006999999999998","0.15006999999999998","0.15006999999999998"
"6498","0.112553","0.112553","0.112553","0","0","0","0","0","0","0.104552","0.104552","0.104552"
"6499","0.053318","0.053318","0.053318","0","0","0","0","0","0","0.055063","0.055063","0.055063"
"6500","0.7392000000000001","0.7392000000000001","0.7392000000000001","0","0","0","0","0","0","0.731271","0.731271","0.731271"
"6501","0.10402","0.10402","0.10402","0","0","0","0","0","0","0.10647100000000001","0.10647100000000001","0.10647100000000001"
"6502","2.196863","2.196863","2.196863","0","0","0","0","0","0","1.934413","1.934413","1.934413"
"6503","1.833711","1.833711","1.833711","0","0","0","0","0","0","1.81871","1.81871","1.81871"
"6504","0.211357","0.211357","0.211357","0","0","0","0","0","0","0.20374799999999998","0.20374799999999998","0.20374799999999998"
"6505","0.024522","0.024522","0.024522","0","0","0","0","0","0","0.027158","0.027158","0.027158"
"6506","0.987143","0.987143","0.987143","0","0","0","0","0","0","0.935097","0.935097","0.935097"
"6507","2.013121","2.013121","2.013121","0","0","0","0","0","0","2.021487","2.021487","2.021487"
"6508","0.699659","0.699659","0.699659","0","0","0","0","0","0","0.6971029999999999","0.6971029999999999","0.6971029999999999"
"6509","2.950371","2.950371","2.950371","0","0","0","0","0","0","2.646946","2.646946","2.646946"
"6510","0.047438","0.047438","0.047438","0","0","0","0","0","0","0.036882","0.036882","0.036882"
"6511","0.132909","0.132909","0.132909","0","0","0","0","0","0","0.13186","0.13186","0.13186"
"6512","1.157459","1.157459","1.157459","0","0","0","0","0","0","1.146873","1.146873","1.146873"
"6513","0.44525","0.44525","0.44525","0","0","0","0","0","0","0.442413","0.442413","0.442413"
"6514","8.004228","8.004228","8.004228","0","0","0","0","0","0","7.5552340000000004","7.5552340000000004","7.5552340000000004"
"6515","0.016703","0.016703","0.016703","0","0","0","0","0","0","0.016603000000000003","0.016603000000000003","0.016603000000000003"
"6516","0.145226","0.145226","0.145226","0","0","0","0","0","0","0.14518899999999998","0.14518899999999998","0.14518899999999998"
"6517","7.375354000000001","7.375354000000001","7.375354000000001","0","0","0","0","0","0","7.393365","7.393365","7.393365"
"6518","0.236095","0.236095","0.236095","0","0","0","0","0","0","0.226024","0.226024","0.226024"
"6519","0.39838","0.39838","0.39838","0","0","0","0","0","0","0.3953","0.3953","0.3953"
"6520","0.058027999999999996","0.058027999999999996","0.058027999999999996","0","0","0","0","0","0","0.057613","0.057613","0.057613"
"6521","0.397019","0.397019","0.397019","0","0","0","0","0","0","0.365454","0.365454","0.365454"
"6522","1.14504","1.14504","1.14504","0","0","0","0","0","0","1.151079","1.151079","1.151079"
"6523","0.734737","0.734737","0.734737","0","0","0","0","0","0","0.827385","0.827385","0.827385"
"6524","0.158758","0.158758","0.158758","0","0","0","0","0","0","0.16103","0.16103","0.16103"
"6525","0.10609099999999999","0.10609099999999999","0.10609099999999999","0","0","0","0","0","0","0.10870300000000001","0.10870300000000001","0.10870300000000001"
"6526","6.513743000000001","6.513743000000001","6.513743000000001","0","0","0","0","0","0","6.410002","6.410002","6.410002"
"6527","0.127583","0.127583","0.127583","0","0","0","0","0","0","0.12692","0.12692","0.12692"
"6528","0.14153200000000002","0.14153200000000002","0.14153200000000002","0","0","0","0","0","0","0.16216999999999998","0.16216999999999998","0.16216999999999998"
"6529","13.274683000000001","13.274683000000001","13.274683000000001","0","0","0","0","0","0","12.405258","12.405258","12.405258"
"6530","0.017322","0.017322","0.017322","0","0","0","0","0","0","0.017204999999999998","0.017204999999999998","0.017204999999999998"
"6531","0.062791","0.062791","0.062791","0","0","0","0","0","0","0.06365","0.06365","0.06365"
"6532","0.14401","0.14401","0.14401","0","0","0","0","0","0","0.16261","0.16261","0.16261"
"6533","11.398287","11.398287","11.398287","0","0","0","0","0","0","11.652076999999998","11.652076999999998","11.652076999999998"
"6534","0.004116","0.004116","0.004116","0","0","0","0","0","0","0.0039","0.0039","0.0039"
